Entity1,Relation,Entity2
squamous cell type,associated with,gross bleeding
squamous cell type,associated with,ambulatory endoscopy
squamous cell type,associated with,high-resolution esophageal manometry
squamous cell type,associated with,vaccines
squamous cell type,associated with,immune response
squamous cell type,associated with,disease prevention
squamous cell type,associated with,toxicity
squamous cell type,associated with,chest discomfort
squamous cell type,associated with,acute conditions
squamous cell type,associated with,chronic conditions
squamous cell type,associated with,serious complications
squamous cell type,associated with,peptic stricture
squamous cell type,associated with,esophageal adenocarcinoma
squamous cell type,associated with,GERD
squamous cell type,associated with,functional dyspepsia
squamous cell type,associated with,alarm features
squamous cell type,associated with,mucosal injury
squamous cell type,associated with,acid suppression
squamous cell type,associated with,Barrett’s metaplasia
squamous cell type,associated with,heartburn
squamous cell type,associated with,esophageal manometry
squamous cell type,associated with,surgical treatment
squamous cell type,associated with,postoperative dysphagia
squamous cell type,associated with,surgical technique
squamous cell type,associated with,protective immune response
squamous cell type,associated with,disease prevention
squamous cell type,associated with,toxicity
squamous cell type,associated with,vaccination
squamous cell type,associated with,immune response
squamous cell type,associated with,disease prevention
squamous cell type,associated with,toxicity
squamous cell type,causes,esophageal tumor
esophageal tumor,is a type of,cancer
esophageal tumor,is a type of,malignancy
esophageal tumor,causes,anemia
esophageal tumor,causes,bleeding
esophageal tumor,causes,gastrointestinal system
esophageal tumor,causes,intraluminal obstruction
esophageal tumor,causes,metastatic deposits
esophageal tumor,causes,extrinsic compression
esophageal tumor,causes,lymphoma
esophageal tumor,causes,lung cancer
esophageal tumor,causes,paraneoplastic syndromes
esophageal tumor,associated with,lymph nodes
esophageal tumor,associated with,celiac trunk
esophageal tumor,associated with,liver
esophageal tumor,associated with,esophagus
esophageal tumor,associated with,scleroderma
esophageal tumor,associated with,pemphigoid
esophageal tumor,associated with,lichen planus
esophageal tumor,associated with,epidermolysis bullosa
esophageal tumor,associated with,cancer
esophageal tumor,associated with,malignancy
esophageal tumor,associated with,intraluminal obstruction
esophageal tumor,associated with,extrinsic compression
esophageal tumor,associated with,lymphoma
esophageal tumor,associated with,lung cancer
esophageal tumor,associated with,paraneoplastic syndromes
esophageal tumor,associated with,barium radiography
esophageal tumor,associated with,mucosal biopsies
esophageal tumor,associated with,upper endoscopy
esophageal tumor,associated with,esophageal manometry
esophageal tumor,associated with,fluoroscopic swallow study
esophageal tumor,associated with,swallow therapist
esophageal tumor,associated with,otolaryngoscopic evaluation
esophageal tumor,associated with,neurologic evaluation
esophageal tumor,associated with,structural dysphagia
esophageal tumor,associated with,peptic stricture
esophageal tumor,associated with,esophageal adenocarcinoma
esophageal tumor,associated with,nasogastric intubation
esophageal tumor,associated with,esophageal surgery
esophageal tumor,associated with,caustic ingestion
esophageal tumor,associated with,nasal regurgitation
esophageal tumor,associated with,aspiration
esophageal tumor,associated with,neck
esophageal tumor,associated with,food impaction
esophageal tumor,associated with,odynophagia
esophageal tumor,associated with,ulceration
esophageal tumor,associated with,infectious esophagitis
esophageal tumor,associated with,pill-induced esophagitis
esophageal tumor,associated with,Candida
esophageal tumor,associated with,herpes simplex virus
esophageal tumor,associated with,cytomegalovirus
esophageal tumor,associated with,Kaposi’s sarcoma
esophageal tumor,associated with,lymphoma
esophageal tumor,associated with,atopy
esophageal tumor,associated with,eosinophilic esophagitis
esophageal tumor,associated with,bulbar palsy
esophageal tumor,associated with,pseudobulbar palsy
esophageal tumor,associated with,dysarthria
esophageal tumor,associated with,dysphonia
esophageal tumor,associated with,ptosis
esophageal tumor,associated with,tongue atrophy
esophageal tumor,associated with,hyperactive jaw jerk
esophageal tumor,associated with,thyromegaly
esophageal tumor,associated with,Barrett’s metaplasia
esophageal tumor,associated with,gastroesophageal reflux disease (GERD
esophageal tumor,associated with,peptic ulcer disease
esophageal tumor,associated with,cervical disk disease
esophageal tumor,associated with,esophageal spasm
esophageal tumor,associated with,arthritis
esophageal tumor,associated with,costochondritis
esophageal tumor,associated with,gallbladder disease
esophageal tumor,associated with,musculoskeletal disorders
esophageal tumor,associated with,gastrointestinal conditions
esophageal tumor,associated with,anxiety
esophageal tumor,associated with,recurrent acid regurgitation
esophageal tumor,associated with,epigastric tenderness
esophageal tumor,associated with,distention
esophageal tumor,associated with,jaundice
esophageal tumor,associated with,palpable mass
esophageal tumor,associated with,adenopathy
esophageal tumor,associated with,family history of gastrointestinal neoplasm
esophageal tumor,associated with,unexplained weight loss
esophageal tumor,associated with,recurrent vomiting
esophageal tumor,associated with,occult bleeding
esophageal tumor,associated with,gross bleeding
esophageal tumor,associated with,ambulatory endoscopy
esophageal tumor,associated with,high-resolution esophageal manometry
esophageal tumor,associated with,vaccines
esophageal tumor,associated with,immune response
esophageal tumor,associated with,disease prevention
esophageal tumor,associated with,toxicity
esophageal tumor,associated with,chest discomfort
esophageal tumor,associated with,acute conditions
esophageal tumor,associated with,chronic conditions
esophageal tumor,associated with,serious complications
esophageal tumor,associated with,peptic stricture
esophageal tumor,associated with,esophageal adenocarcinoma
esophageal tumor,associated with,GERD
esophageal tumor,associated with,functional dyspepsia
esophageal tumor,associated with,alarm features
esophageal tumor,associated with,mucosal injury
esophageal tumor,associated with,acid suppression
esophageal tumor,associated with,Barrett’s metaplasia
esophageal tumor,associated with,heartburn
esophageal tumor,associated with,esophageal manometry
esophageal tumor,associated with,surgical treatment
esophageal tumor,associated with,postoperative dysphagia
esophageal tumor,associated with,surgical technique
esophageal tumor,associated with,protective immune response
esophageal tumor,associated with,disease prevention
esophageal tumor,associated with,toxicity
esophageal tumor,associated with,vaccination
esophageal tumor,associated with,immune response
esophageal tumor,associated with,disease prevention
esophageal tumor,associated with,toxicity
lymph nodes,associated with,squamous cell type
lymph nodes,associated with,esophageal tumor
lymph nodes,associated with,anemia
lymph nodes,associated with,bleeding
lymph nodes,associated with,gastrointestinal system
lymph nodes,associated with,intraluminal obstruction
lymph nodes,associated with,metastatic deposits
lymph nodes,associated with,extrinsic compression
lymph nodes,associated with,lymphoma
lymph nodes,associated with,lung cancer
lymph nodes,associated with,paraneoplastic syndromes
lymph nodes,associated with,barium radiography
lymph nodes,associated with,mucosal biopsies
lymph nodes,associated with,upper endoscopy
lymph nodes,associated with,esophageal manometry
lymph nodes,associated with,fluoroscopic swallow study
lymph nodes,associated with,swallow therapist
lymph nodes,associated with,otolaryngoscopic evaluation
lymph nodes,associated with,neurologic evaluation
lymph nodes,associated with,structural dysphagia
lymph nodes,associated with,peptic stricture
lymph nodes,associated with,esophageal adenocarcinoma
Neisseria gonorrhoeae,causes,gonorrhea
Chlamydia trachomatis,causes,chlamydial cervicitis
Neisseria gonorrhoeae,causes,gonococcal infection
Chlamydia trachomatis,causes,gonococcal infection
HSV-1,causes,genital herpes
HSV-2,causes,genital herpes
Haemophilus ducreyi,causes,chancroid
Klebsiella granulomatis,causes,granuloma inguinale
Trichomonas vaginalis,causes,trichomoniasis
Gardnerella vaginalis,causes,bacterial vaginosis
N. gonorrhoeae,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,urethritis
C. trachomatis,causes,urethritis
Neisseria gonorrhoeae,causes,urethritis
Chlamydia trachomatis,causes,urethritis
Chlamydia trachomatis,causes,pelvic inflammatory disease
Neisseria gonorrhoeae,causes,pelvic inflammatory disease
N. gonorrhoeae,causes,pelvic inflammatory disease
C. trachomatis,causes,pelvic inflammatory disease
Neisseria gonorrhoeae,causes,gonorrhea
Chlamydia trachomatis,causes,gonorrhea
C. trachomatis,causes,gonorrhea
N. gonorrhoeae,causes,gonorrhea
Neisseria gonorrhoeae,causes,sexually transmitted infections
Chlamydia trachomatis,causes,sexually transmitted infections
Chlamydia trachomatis,causes,genital ulcers
HSV-1,causes,genital ulcers
HSV-2,causes,genital ulcers
Haemophilus ducreyi,causes,genital ulcers
Klebsiella granulomatis,causes,genital ulcers
Treponema pallidum,causes,syphilis
Human papillomavirus,causes,genital warts
Human papillomavirus,causes,cervical cancer
Human papillomavirus,causes,vulvar cancer
Human papillomavirus,causes,vaginal cancer
Neisseria gonorrhoeae,causes,gonococcal infection
Chlamydia trachomatis,causes,gonococcal infection
C. trachomatis,causes,gonococcal infection
N. gonorrhoeae,causes,gonococcal infection
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
C. trachomatis,causes,gonococcal vaginitis
N. gonorrhoeae,causes,gonococcal vaginitis
Neisseria gonorrhoeae,causes,gonococcal vaginitis
Chlamydia trachomatis,causes,gonococcal vaginitis
Umesh Masharani,MBBS,MRCP (UK
catheter ablation,was used to treat,atrial fibrillation
insulin,was used to treat,diabetes
dofetilide,was used to treat,atrial fibrillation
amiodarone,was used to treat,atrial fibrillation
furosemide,was used to treat,fluid overload
hydrochlorothiazide,was used to treat,hypertension
metformin,was used to treat,type 2 diabetes
insulin glargine,was used to treat,diabetes
insulin aspartate,was used to treat,diabetes
atorvastatin,was used to treat,high cholesterol
estradiol,was used to treat,osteoporosis
natural progesterone,was used to treat,osteoporosis
exercise,was used to treat,osteoporosis
calcium,was used to treat,osteoporosis
vitamin D,was used to treat,osteoporosis
diabetes educator,was involved in the care of,MW
dietitian,was involved in the care of,MW
glucose levels,were measured in,MW
serum creatinine,was measured in,MW
HbA1c,was measured in,MW
urine albumin,was measured in,MW
serum creatinine,was measured in,MW
total cholesterol,was measured in,MW
triglycerides,were measured in,MW
HDL cholesterol,was measured in,MW
LDL cholesterol,was measured in,MW
blood pressure,was measured in,MW
BMI,was measured in,MW
fasting blood glucose,was measured in,MW
blood glucose,was measured in,MW
ketone bodies,were measured in,MW
electrolytes,were measured in,MW
urine,was measured in,MW
blood tests,were performed on,MW
calcium,was related to,bone density
phosphate,was related to,bone density
insulin,was related to,glucose levels
glucose,was related to,ketone bodies
ketones,were measured in,MW
Pyelonephritis,is associated with,Pancreatitis
Hip,has a dysfunction,Sacroiliac joint dysfunction
Sacroiliac joint dysfunction,is a type of,Enthesitis
Vertebral stress fractures,are associated with,Spondylolysis
Spondylolysis,is associated with,Spondylolisthesis
Upper cervical spine instability,is a type of,Atlantoaxial instability
Patellofemoral joint,is the extensor mechanism of,Knee
Knee,has an effusion or swelling,Arthritis
Popliteal cyst,is a type of,Baker cyst
Arginase,is an enzyme of,Urea cycle
Argininosuccinate lyase,is an enzyme of,Urea cycle
Argininosuccinate synthetase,is an enzyme of,Urea cycle
Carbamoyl phosphate synthetase I,is an enzyme of,Urea cycle
Ornithine transcarbamoylase,is an enzyme of,Urea cycle
Arg,is related to,Urea cycle
Deep venous thrombosis,is a complication of,Immobilization
Splenectomy,is a complication of,Bicycle accident
Tibial eminence,is a site of,Fracture
Immobilization,is a cause of,Deep venous thrombosis
Oral contraceptives,are a risk factor for,Deep venous thrombosis
Erythematous,is a symptom of,Deep venous thrombosis
Warm,is a symptom of,Deep venous thrombosis
Swollen,is a symptom of,Deep venous thrombosis
Ultrasound,is a diagnostic tool for,Deep venous thrombosis
Enthesitis,is a type of,Inflammation
Serositis,is a type of,Inflammation
Pleuritis,is a type of,Serositis
Pericarditis,is a type of,Serositis
Peritonitis,is a type of,Serositis
Myositis,is a type of,Inflammation
Vasculitis,is a type of,Inflammation
Petechiae,is a symptom of,Vasculitis
Purpura,is a symptom of,Vasculitis
Edema,is a symptom of,Vasculitis
Mucosal ulceration,is a symptom of,Systemic lupus erythematosus
Uveitis,is a symptom of,Systemic lupus erythematosus
Conjunctivitis,is a symptom of,Kawasaki disease
Pleurisy,is a symptom of,Kawasaki disease
Systemic-onset JIA,is a type of,SLE
Joint,has a lining,Synovium
Smoking,is a risk factor for,Lung cancer
ACOG,is an organization that provides,Guidelines for Women’s Health Care
Guidelines for Women’s Health Care,are provided by,ACOG
Clinical Practice Guidelines,are provided by,U.S. Department of Health and Human Services
U.S. Department of Health and Human Services,is an organization that provides,Clinical Practice Guidelines
