Entity1,Relation,Entity2
Taking Off,soundtrack,Buck Henry
Taking Off,soundtrack,Georgia Engel
Kathy Bates,appeared in,Taking Off
Carly Simon,appeared in,Taking Off
And Even The Horses Had Wings,sung by,Kathy Bates
Long Term Physical Effects,sung by,Carly Simon
Ike and Tina Turner,appeared in,Taking Off
Ode to a Screw,performed by,Mary Mitchell
Georgia Bright Engel,played by,Georgia Bright Engel
The Mary Tyler Moore Show,starred in,Georgia Bright Engel
Mary Richards,played by,Mary Tyler Moore
The Dick Van Dyke Show,starred in,Mary Tyler Moore
Laura Petrie,played by,Mary Tyler Moore
Thoroughly Modern Millie,starred in,Mary Tyler Moore
Ordinary People,starred in,Mary Tyler Moore
"B&O)
2. Baltimore and Philadelphia Railroad",built_by,"Philadelphia, Pennsylvania
3. Baltimore and Philadelphia Railroad, built_by, Baltimore, Maryland
4. Baltimore and Ohio Railroad (B&O"
B&O),built,"Baltimore Belt Line
6. Baltimore and Ohio Railroad (B&O"
"PW&B)
7. Baltimore and Ohio Railroad (B&O)",led_to_bankruptcy,"Howard Street Tunnel
8. CSX Transportation, uses, Baltimore and Philadelphia Railroad
9. Vigna umbellata, commonly_called, ricebean
10. Vigna umbellata, commonly_called, rice bean
11. Vigna umbellata, is, warm-season annual vine legume
12. Vigna umbellata, has, yellow flowers
13. Vigna umbellata, has, small edible beans
14. Vigna umbellata, grown_with, maize (Zea mays"
"Sorghum bicolor)
16. Vigna umbellata",grown_with,cowpea (V. unguiculata
"granum)”
44. Sorghum bicolor",originated_in,"eastern Africa
45. Sorghum bicolor, is, important cereal crop
46. Sorghum bicolor, is, staple crop
47. Sorghum bicolor, grown_in, sub-Saharan Africa
48. Sorghum bicolor, grown_in, South Asia
49. Sorghum bicolor, grown_in, Nepal
50. Sorghum bicolor, grown_on, more than 48 ha area
51. Sorghum bicolor, produced_in, Nepal
52. Sorghum bicolor, had_yield_rate, 1.14 (t/ha"
"Zea mays)
60. Vigna unguiculata",grown_with,"Sorghum bicolor
61. Vigna unguiculata, grown_with, Vigna umbellata
62. Vigna unguiculata, is, cowpea
63. Vigna unguiculata, used_as, animal fodder
64. Vigna unguiculata, used_as, green manure
65. Vigna unguiculata, used_as, vegetable
66. CSX Transportation, used, Baltimore and Philadelphia Railroad
67. Howard Street Tunnel, built_by, Baltimore and Ohio Railroad (B&O"
"B&O)
69. Baltimore and Philadelphia Railroad",was,"railroad line
70. Baltimore and Ohio Railroad (B&O"
Tabula Peutingeriana,illustrated,Decline and Fall of the Roman Empire
Edward Gibbon,consulted,Bergier's work
Edward Gibbon,researched,Decline and Fall of the Roman Empire
Catribana,located,Roman bridge
São João das Lampas,located,Roman bridge
Sintra,located,Roman bridge
Samarra river,crossed by,Roman bridge
Catribana,part of,secondary Roman road
Olisipo region,connected by,secondary Roman road
Roman road,found near,necropolis
Roman road,found near,mosaics
Roman road,found near,ceramic fragments
Roman military,used,carburization
Roman iron-working,enhanced by,carburization
Roman armies,used,iron
Roman armies,used,bronze
Roman armies,used,brass
Roman armies,used,wood
Roman armies,used,earth
Roman armies,used,stone
Roman armies,used,concrete
Ivan Margary,developed,Margary numbers
Ivan Margary,published,The Roman Roads of Britain
Margary numbers,used by,archaeologists
Margary numbers,used by,historians
Roman roads in Britain,catalogued,Margary numbers
Watling Street,dated,Anglo-Saxon period
Fosse Way,dated,Anglo-Saxon period
Roman roads in Britain,built by,Roman Army
Roman Army,created,Roman roads in Britain
Roman roads in Britain,existed,43-410 AD
Roman roads in Britain,constructed,2000 mi of paved trunk roads
Roman roads in Britain,constructed,180 AD
Roman Republic,ended,Roman Empire
Roman Republic,founded,509 BC
Roman Empire,founded,27 BC
Roman Republic,overthrown,Roman Kingdom
Roman Republic,overthrown,Roman Empire
Pérignat,first name,Patrinoacum
Patrinius,owned,villa
Patrinius,owned,estate
Patrinius,owned,agricultural production
Roman road,found at,Pérignat
necropolis,found at,Pérignat
sarcophagus,found at,Pérignat
ceramic,found at,Pérignat
Roman Army,built,Roman roads in Britain
Roman Empire,province,Britain
Roman Empire,province,43-410 AD
Roman Republic,founded,Rome
Julius Caesar,fought against,Pompey
Julius Caesar,fought against,Octavian
Octavian,fought against,Mark Antony
Mark Antony,defeated at,Battle of Actium
Octavian,became imperator,Senate
Octavian,became Augustus,Senate
Augustus,established,Julio-Claudian dynasty
Tiberius,was a member of,Julio-Claudian dynasty
Caligula,was a member of,Julio-Claudian dynasty
Claudius,was a member of,Julio-Claudian dynasty
Nero,was a member of,Julio-Claudian dynasty
Vespasian,founded,Flavian dynasty
Vespasian,was a member of,Nerva–Antonine dynasty
Nerva,was a member of,Nerva–Antonine dynasty
Trajan,was a member of,Nerva–Antonine dynasty
Hadrian,was a member of,Nerva–Antonine dynasty
Antoninus Pius,was a member of,Nerva–Antonine dynasty
Marcus Aurelius,was a member of,Nerva–Antonine dynasty
Commodus,marked the beginning of decline,Roman Empire
Commodus,was an emperor,Roman Empire
Dio Cassius,observed,Roman Empire
Dio Cassius,wrote about,Roman Empire
Edward Gibbon,wrote about,Roman Empire
Roman Empire,was divided,Byzantine Empire
Roman Empire,was divided,Eastern Roman Empire
Diocletian,partitioned,Roman Empire
Diocletian,ruled,Roman Empire
Constantine I,transferred capital,Rome
Constantine I,transferred capital,Byzantium
Constantine I,ruled,Roman Empire
Theodosius I,ruled,Roman Empire
Theodosius I,made Christianity official,Roman Empire
Heraclius,ruled,Roman Empire
Heraclius,adopted Greek,Roman Empire
Heraclius,restructured military,Roman Empire
Arisan!,is a film,Indonesian film
Arisan!,won awards,Festival Film Indonesia
Arisan!,included gay theme,Indonesian film
Arisan!,included high-definition color,Indonesian film
Tora Sudiro,acted in,Arisan!
Surya Saputra,acted in,Arisan!
Tora Sudiro,won Best Actor,Festival Film Indonesia
Surya Saputra,won Best Supporting Actor,Festival Film Indonesia
Edward Maurice Charles Marsan,"won London Film Critics Circle Award)
46. (Edward Maurice Charles Marsan",won National Society of Award
1N4DL01D81C212547),is a car owned by,"Alamo Rent a Car
47. Nissan Altima (1N4DL01D81C212547"
1N4DL01D81C212547),was issued a Massachusetts license plate,"3335 VI
49. Nissan Altima (Japanese: 日産・アルティマ "
Japanese: 日産・アルティマ ),is a car model that competes with,"Chevrolet Malibu
51. Nissan Altima (Japanese: 日産・アルティマ "
Japanese: 日産・アルティマ ),is a car model that competes with,"Honda Accord
53. Nissan Altima (Japanese: 日産・アルティマ "
Japanese: 日産・アルティマ ),is a car model that competes with,"Mazda Mazda6
55. Nissan Altima (Japanese: 日産・アルティマ "
Japanese: 日産・アルティマ ),is a car model that competes with,"Kia Optima
57. Nissan Altima (Japanese: 日産・アルティマ "
Japanese: 日産・アルティマ ),is a car model that is manufactured in,"South Korea
124. Nissan Altima (Japanese: 日産・アルティマ "
Japanese: 日産・アルティマ ),is a car model that is sold in,"New Zealand
126. Nissan Bluebird, is a car model that is manufactured in, South Korea
127. Nissan Bluebird, is a car model that is sold in, Canada
128. Nissan Bluebird, is a car model that is sold in, New Zealand
129. Nissan Altima L33, is a car model that is manufactured in, South Korea
130. Nissan Altima L33, is a car model that is sold in, Canada
131. Nissan Altima L33, is a car model that is sold in, New Zealand
132. Alamo Rent a Car, owns, Nissan Altima (1N4DL01D81C212547"
"1N4DL01D81C212547) was found
135. Nissan Altima (1N4DL01D81C212547)",has a Massachusetts license plate,"3335 VI
136. Massachusetts, is a state where, Nissan Altima (1N4DL01D81C212547"
"1N4DL01D81C212547) was found
138. 2001",is a year when,Nissan Altima (1N4DL01D81C212547
"HSD)
21. Toyota",licenses HSD technology to,"Nissan
22. Nissan, uses, Hybrid Synergy Drive (HSD"
Andrew Johnson,Succeeded,President Abraham Lincoln
Andrew Johnson,Was a member of,Democratic Party
Andrew Johnson,Was running mate of,President Abraham Lincoln
Andrew Johnson,Was succeeded by,Ulysses S. Grant
Ulysses S. Grant,Was a member of,Republicans
Gerald Ford,Succeeded,Richard Nixon
Gerald Ford,Was the 40th Vice President of,United States
Gerald Ford,Was appointed under,Twenty-fifth Amendment
Gerald Ford,Was appointed by,Richard Nixon
Gerald Ford,Was succeeded by,Barack Obama
Barack Obama,Gave a State of the Union address to,114th United States Congress
Barack Obama,Was preceded by,Paul Ryan
Paul Ryan,"Was the Speaker of the House of Representatives)
14. (Theodore Roosevelt","Gave a State of the Union address to, 57th United States Congress"
Theodore Roosevelt,Was the 26th President of,United States
Theodore Roosevelt,Was succeeded by,President McKinley
President McKinley,Was shot by,anarchist
President McKinley,Died in,Buffalo
President McKinley,Was attending,Pan-American Exposition
Franklin D. Roosevelt,Gave a State of the Union address to,76th United States Congress
Franklin D. Roosevelt,Was the 32nd President of,United States
Franklin D. Roosevelt,Foreseeed,World War II
Jane Austen,Author,Pride and Prejudice
Jane Austen,Author,The Republic of Pemberley
Jane Austen,Author,Pride and Prejudice and Zombies
Jane Austen,Inspiration,Austenland
Janet Todd,Commentator,Jane Austen
Janet Todd,Commentator,Lady Catherine de Bourgh
Janet Todd,Commentator,Elizabeth Bennet
Myretta Robens,Co-founder,The Republic of Pemberley
Amy Bellinger,Co-founder,The Republic of Pemberley
Seth Grahame-Smith,Author,Pride and Prejudice and Zombies
Burr Steers,Director,Pride and Prejudice and Zombies
Burr Steers,Director,Austenland
Lily James,Actor,Pride and Prejudice and Zombies
Lily James,Actor,Austenland
Sam Riley,Actor,Pride and Prejudice and Zombies
Sam Riley,Actor,Austenland
Jack Huston,Actor,Pride and Prejudice and Zombies
Jack Huston,Actor,Austenland
Bella Heathcote,Actor,Pride and Prejudice and Zombies
Bella Heathcote,Actor,Austenland
Douglas Booth,Actor,Pride and Prejudice and Zombies
Douglas Booth,Actor,Austenland
Matt Smith,Actor,Pride and Prejudice and Zombies
Matt Smith,Actor,Austenland
Charles Dance,Actor,Pride and Prejudice and Zombies
Charles Dance,Actor,Austenland
Lena Headey,Actor,Pride and Prejudice and Zombies
Lena Headey,Actor,Austenland
Jerusha Hess,Director,Austenland
Shannon Hale,Author,Austenland
Stephenie Meyer,Producer,Austenland
Keri Russell,Actor,Austenland
JJ Feild,Actor,Austenland
Jane Seymour,Actor,Austenland
Bret McKenzie,Actor,Austenland
Jennifer Coolidge,Actor,Austenland
Agostinho Neto,Leader,People's Movement for the Liberation of Angola
Agostinho Neto,Leader,MPLA
Agostinho Neto,Leader,People's Republic of Angola
Holden Roberto,Co-president,National Liberation Front of Angola
Holden Roberto,Co-president,National Union for the Total Independence of Angola
Jonas Savimbi,Co-president,National Liberation Front of Angola
Jonas Savimbi,Co-president,National Union for the Total Independence of Angola
José Ndelé,Co-Prime Minister,National Liberation Front of Angola
José Ndelé,Co-Prime Minister,National Union for the Total Independence of Angola
Johnny Pinnock Eduardo,Co-Prime Minister,National Liberation Front of Angola
Johnny Pinnock Eduardo,Co-Prime Minister,National Union for the Total Independence of Angola
Myretta Robens,Member,The Republic of Pemberley
Amy Bellinger,Member,The Republic of Pemberley
Janet Todd,Member,The Republic of Pemberley
Elizabeth Bennet,Protagonist,Pride and Prejudice
Lady Catherine de Bourgh,Antagonist,Pride and Prejudice
Fitzwilliam Darcy,Owner,The Republic of Pemberley
Jane Austen,Inspiration,Austenland
Stephenie Meyer,Producer,Austenland
Shannon Hale,Author,Austenland
Jane Austen,Author,Pride and Prejudice
Jane Austen,Author,Pride and Prejudice and Zombies
Lily James,Actor,Pride and Prejudice and Zombies
Sam Riley,Actor,Pride and Prejudice and Zombies
Jack Huston,Actor,Pride and Prejudice and Zombies
Bella Heathcote,Actor,Pride and Prejudice and Zombies
Douglas Booth,Actor,Pride and Prejudice and Zombies
Matt Smith,Actor,Pride and Prejudice and Zombies
Charles Dance,Actor,Pride and Prejudice and Zombies
Lena Headey,Actor,Pride and Prejudice and Zombies
Jerusha Hess,Director,Austenland
Burr Steers,Director,Pride and Prejudice and Zombies
Keri Russell,Actor,Austenland
JJ Feild,Actor,Austenland
Jane Seymour,Actor,Austenland
Bret McKenzie,Actor,Austenland
Jennifer Coolidge,Actor,Austenland
Agostinho Neto,Leader,MPLA
Agostinho Neto,Leader,People's Republic of Angola
Agostinho Neto,Leader,People's Movement for the Liberation of Angola
Holden Roberto,Co-president,National Union for the Total Independence of Angola
Holden Roberto,Co-president,National Liberation Front of Angola
Jonas Savimbi,Co-president,National Union for the Total Independence of Angola
Jonas Savimbi,Co-president,National Liberation Front of Angola
José Ndelé,Co-Prime Minister,National Union for the Total Independence of Angola
José Ndelé,Co-Prime Minister,National Liberation Front of Angola
Johnny Pinnock Eduardo,Co-Prime Minister,National Union for the Total Independence of Angola
Johnny Pinnock Eduardo,Co-Prime Minister,National Liberation Front of Angola
Myretta Robens,Member,The Republic of Pemberley
Amy Bellinger,Member,The Republic of Pemberley
Janet Todd,Member,The Republic of Pemberley
Elizabeth Bennet,Protagonist,Pride and Prejudice
Lady Catherine de Bourgh,Antagonist,Pride and Prejudice
Fitzwilliam Darcy,Owner,The Republic of Pemberley
Jane Austen,Author,Pride and Prejudice
Jane Austen,Author,Pride and Prejudice and Zombies
Lily James,Actor,Pride and Prejudice and Zombies
Sam Riley,Actor,Pride and Prejudice and Zombies
Jack Huston,Actor,Pride and Prejudice and Zombies
Bella Heathcote,Actor,Pride and Prejudice and Zombies
Douglas Booth,Actor,Pride and Prejudice and Zombies
Matt Smith,Actor,Pride and Prejudice and Zombies
Charles Dance,Actor,Pride and Prejudice and Zombies
Lena Headey,Actor,Pride and Prejudice and Zombies
Jerusha Hess,Director,Austenland
Burr Steers,Director,Pride and Prejudice and Zombies
Keri Russell,Actor,Austenland
JJ Feild,Actor,Austenland
Jane Seymour,Actor,Austenland
Bret McKenzie,Actor,Austenland
Jennifer Coolidge,Actor,Austenland
Agostinho Neto,Leader,MPLA
Agostinho Neto,Leader,People's Republic of Angola
Agostinho Neto,Leader,People's Movement for the Liberation of Angola
Holden Roberto,Co-president,National Union for the Total Independence of Angola
Holden Roberto,Co-president,National Liberation Front of Angola
Jonas Savimbi,Co-president,National Union for the Total Independence of Angola
Jonas Savimbi,Co-president,National Liberation Front of Angola
José Ndelé,Co-Prime Minister,National Union for the Total Independence of Angola
José Ndelé,Co-Prime Minister,National Liberation Front of Angola
Johnny Pinnock Eduardo,Co-Prime Minister,National Union for the Total Independence of Angola
Johnny Pinnock Eduardo,Co-Prime Minister,National Liberation Front of Angola
Myretta Robens,Member,The Republic of Pemberley
Amy Bellinger,Member,The Republic of Pemberley
Janet Todd,Member,The Republic of Pemberley
Elizabeth Bennet,Protagonist,Pride and Prejudice
Lady Catherine de Bourgh,Antagonist,Pride and Prejudice
Fitzwilliam Darcy,Owner,The Republic of Pemberley
Jane Austen,Author,Pride and Prejudice
Jane Austen,Author,Pride and Prejudice and Zombies
Lily James,Actor,Pride and Prejudice and Zombies
Sam Riley,Actor,Pride and Prejudice and Zombies
Jack Huston,Actor,Pride and Prejudice and Zombies
Bella Heathcote,Actor,Pride and Prejudice and Zombies
Douglas Booth,Actor,Pride and Prejudice and Zombies
Matt Smith,Actor,Pride and Prejudice and Zombies
Charles Dance,Actor,Pride and Prejudice and Zombies
Lena Headey,Actor,Pride and Prejudice and Zombies
Jerusha Hess,Director,Austenland
Burr Steers,Director,Pride and Prejudice and Zombies
Keri Russell,Actor,Austenland
JJ Feild,Actor,Austenland
Jane Seymour,Actor,Austenland
Bret McKenzie,Actor,Austenland
Jennifer Coolidge,Actor,Austenland
Agostinho Neto,Leader,MPLA
Agostinho Neto,Leader,People's Republic of Angola
Agostinho Neto,Leader,People's Movement for the Liberation of Angola
Holden Roberto,Co-president,National Union for the Total Independence of Angola
Holden Roberto,Co-president,National Liberation Front of Angola
Jonas Savimbi,Co-president,National Union for the Total Independence of Angola
Jonas Savimbi,Co-president,National Liberation Front of Angola
José Ndelé,Co-Prime Minister,National Union for the Total Independence of Angola
José Ndelé,Co-Prime Minister,National Liberation Front of Angola
Johnny Pinnock Eduardo,Co-Prime Minister,National Union for the Total Independence of Angola
Johnny Pinnock Eduardo,Co-Prime Minister,National Liberation Front of Angola
Myretta Robens,Member,The Republic of Pemberley
Amy Bellinger,Member,The Republic of Pemberley
Janet Todd,Member,The Republic of Pemberley
Elizabeth Bennet,Protagonist,Pride and Prejudice
Lady Catherine de Bourgh,Antagonist,Pride and Prejudice
Fitzwilliam Darcy,Owner,The Republic of Pemberley
Jane Austen,Author,Pride and Prejudice
Jane Austen,Author,Pride and Prejudice and Zombies
Lily James,Actor,Pride and Prejudice and Zombies
Sam Riley,Actor,Pride and Prejudice and Zombies
Jack Huston,Actor,Pride and Prejudice and Zombies
Bella Heathcote,Actor,Pride and Prejudice and Zombies
Douglas Booth,Actor,Pride and Prejudice and Zombies
Matt Smith,Actor,Pride and Prejudice and Zombies
Charles Dance,Actor,Pride and Prejudice and Zombies
Lena Headey,Actor,Pride and Prejudice and Zombies
Jerusha Hess,Director,Austenland
Burr Steers,Director,Pride and Prejudice and Zombies
Keri Russell,Actor,Austenland
JJ Feild,Actor,Austenland
Jane Seymour,Actor,Austenland
Bret McKenzie,Actor,Austenland
Jennifer Coolidge,Actor,Austenland
Agostinho Neto,Leader,MPLA
Agostinho Neto,Leader,People's Republic of Angola
Agostinho Neto,Leader,People's Movement for the Liberation of Angola
Holden Roberto,Co-president,National Union for the Total Independence of Angola
Holden Roberto,Co-president,National Liberation Front of Angola
Jonas Savimbi,Co-president,National Union for the Total Independence of Angola
Jonas Savimbi,Co-president,National Liberation Front of Angola
José Ndelé,Co-Prime Minister,National Union for the Total Independence of Angola
José Ndelé,Co-Prime Minister,National Liberation Front of Angola
Johnny Pinnock Eduardo,Co-Prime Minister,National Union for the Total Independence of Angola
Johnny Pinnock Eduardo,Co-Prime Minister,National Liberation Front of Angola
Myretta Robens,Member,The Republic of Pemberley
Amy Bellinger,Member,The Republic of Pemberley
Janet Todd,Member,The Republic of Pemberley
Elizabeth Bennet,Protagonist,Pride and Prejudice
Lady Catherine de Bourgh,Antagonist,Pride and Prejudice
Fitzwilliam Darcy,Owner,The Republic of Pemberley
Jane Austen,Author,Pride and Prejudice
Jane Austen,Author,Pride and Prejudice and Zombies
Lily James,Actor,Pride and Prejudice and Zombies
Sam Riley,Actor,Pride and Prejudice and Zombies
Jack Huston,Actor,Pride and Prejudice and Zombies
Bella Heathcote,Actor,Pride and Prejudice and Zombies
Douglas Booth,Actor,Pride and Prejudice and Zombies
Matt Smith,Actor,Pride and Prejudice and Zombies
Charles Dance,Actor,Pride and Prejudice and Zombies
Lena Headey,Actor,Pride and Prejudice and Zombies
Jerusha Hess,Director,Austenland
Burr Steers,Director,Pride and Prejudice and Zombies
Keri Russell,Actor,Austenland
JJ Feild,Actor,Austenland
Jane Seymour,Actor,Austenland
Bret McKenzie,Actor,Austenland
Jennifer Coolidge,Actor,Austenland
Agostinho Neto,Leader,MPLA
Agostinho Neto,Leader,People's Republic of Angola
Agostinho Neto,Leader,People's Movement for the Liberation of Angola
Holden Roberto,Co-president,National Union for the Total Independence of Angola
Holden Roberto,Co-president,National Liberation Front of Angola
Jonas Savimbi,Co-president,National Union for the Total Independence of Angola
Jonas Savimbi,Co-president,National Liberation Front of Angola
José Ndelé,Co-Prime Minister,National Union for the Total Independence of Angola
José Ndelé,Co-Prime Minister,National Liberation Front of Angola
Johnny Pinnock Eduardo,Co-Prime Minister,National Union for the Total Independence of Angola
Johnny Pinnock Eduardo,Co-Prime Minister,National Liberation Front of Angola
Myretta Robens,Member,The Republic of Pemberley
Amy Bellinger,Member,The Republic of Pemberley
Janet Todd,Member,The Republic of Pemberley
Elizabeth Bennet,Protagonist,Pride and Prejudice
Lady Catherine de Bourgh,Antagonist,Pride and Prejudice
Fitzwilliam Darcy,Owner,The Republic of Pemberley
Jane Austen,Author,Pride and Prejudice
Jane Austen,Author,Pride and Prejudice and Zombies
Lily James,Actor,Pride and Prejudice and Zombies
Sam Riley,Actor,Pride and Prejudice and Zombies
Jack Huston,Actor,Pride and Prejudice and Zombies
Bella Heathcote,Actor,Pride and Prejudice and Zombies
Douglas Booth,Actor,Pride and Prejudice and Zombies
Matt Smith,Actor,Pride and Prejudice and Zombies
Charles Dance,Actor,Pride and Prejudice and Zombies
Lena Headey,Actor,Pride and Prejudice and Zombies
Jerusha Hess,Director,Austenland
"CA)
19. Empresa Nacional de Correios e Telégrafos de Angola",was founded in,"1980
20. Museu Nacional de História Natural de Angola, is located in, Largo do Kinaxixe, Luanda, Angola
21. Museu Nacional de História Natural de Angola, was established in, 1938
22. Museu Nacional de História Natural de Angola, was originally housed in, Fortress of São Miguel
23. Museu Nacional de História Natural de Angola, features a large collection related to the country's natural history and rich and varied fauna
24. Taça de Angola, is the second most important and top knock-out football club competition in, Angola
25. Taça de Angola, follows, Girabola
26. Santos Futebol Clube de Angola, beat, Recreativo do Libolo, 1–0 in the final of, Taça de Angola
27. Movement for the National Independence of Angola, was a political party in, Angola
28. Movement for the National Independence of Angola, merged with other parties to form, Popular Movement for the Liberation of Angola (MPLA"
"TNA)
14. Total Nonstop Action Wrestling",Was,Global Force Wrestling (GFW
Cale Gale,Raced at,Sunny South Raceway
Grant Enfinger,Raced at,Sunny South Raceway
Johanna Long,Raced at,Sunny South Raceway
Dirt Track Racing,Developed by,Ratbag Games
Ratbag Games,Published,Dirt Track Racing
Dirt Track Racing,Part of series,Dirt Track Racing 2
Dirt Track Racing,Part of series,Dirt Track Racing
Dirt Track Racing,Type of,Auto Racing
Dirt Track Racing,Performed in,South Africa
Hot Rods,Type of,Dirt Track Racing Class
1600 Modified Saloons,Type of,Dirt Track Racing Class
Modified Non-contact Saloons,Type of,Dirt Track Racing Class
V8 American Saloons,Type of,Dirt Track Racing Class
Midgets,Type of,Dirt Track Racing Class
Riverhead Raceway,Located in,Long Island
Riverhead Raceway,Closed by,Westhampton Raceway
Westhampton Raceway,Closed,2003
Martin Scorsese,Directed,Casino
Martin Scorsese,Co-wrote screenplay,Casino
Nicholas Pileggi,Co-wrote screenplay,Casino
Nicholas Pileggi,Wrote,Goodfellas
Martin Scorsese,Co-wrote screenplay,Goodfellas
Paul Joseph Schrader,Wrote,Taxi Driver
Paul Joseph Schrader,Wrote,Raging Bull
Paul Joseph Schrader,Wrote,The Last Temptation of Christ
Paul Joseph Schrader,Wrote,Bringing Out the Dead
Paul Joseph Schrader,Directed,Blue Collar
Paul Joseph Schrader,Directed,Hardcore
Paul Joseph Schrader,Directed,Cat People
Paul Joseph Schrader,Directed,American Gigolo
Paul Joseph Schrader,Directed,Light Sleeper
Paul Joseph Schrader,Directed,Affliction
Paul Joseph Schrader,Directed,Auto Focus
Paul Joseph Schrader,Directed,The Canyons
Martin Scorsese,Directed,Alice Doesn't Live Here Anymore
Ellen Burstyn,Starred in,Alice Doesn't Live Here Anymore
Alfred Lutter,Starred in,Alice Doesn't Live Here Anymore
Kris Kristofferson,Starred in,Alice Doesn't Live Here Anymore
Amir Khan,trained by,Roach
Roach,trained,Amir Khan
Roach,trained,Lucia Rijker
Lucia Rijker,trained by,Roach
Denis Aleksandrovich Lebedev,held title of,WBA
Denis Aleksandrovich Lebedev,held title of,IBF
Denis Aleksandrovich Lebedev,held title of,IBO
Denis Aleksandrovich Lebedev,ranked by,Transnational Boxing Rankings Board
Denis Aleksandrovich Lebedev,ranked by,The Ring
Denis Aleksandrovich Lebedev,ranked by,BoxRec
Brian Viloria,held title of,WBA
Brian Viloria,held title of,WBO
Brian Viloria,held title of,WBC
Brian Viloria,held title of,IBF
Brian Viloria,nicknamed,The Hawaiian Punch
Jesus Salud,gave nickname,Brian Viloria
Jesus Salud,fellow Hawaiian of,Brian Viloria
Bill Dosanjh,founded,Super Boxing League
Amir Khan,founded,Super Boxing League
Amir Khan,founded,Super Fight League
Bill Dosanjh,founded,Super Fight League
Super Boxing League,supported by,World Boxing Council
Super Boxing League,supported by,Professional Boxing Organisation India
Julius Munyelele Indongo,held title of,WBA
Julius Munyelele Indongo,held title of,IBF
Julius Munyelele Indongo,held title of,IBO
Julius Munyelele Indongo,represented,Namibia
Julius Munyelele Indongo,represented,2008 Olympics
Yuriorkis Gamboa Toledano,held title of,WBA
Yuriorkis Gamboa Toledano,held title of,IBF
Yuriorkis Gamboa Toledano,won medal in,2004 Olympics
Yuriorkis Gamboa Toledano,won medal in,2005 World Championships
Changu Narayan Temple,located near,Manahara River
Changu Narayan Temple,dedicated to,Lord Visnu
Deacon of Death,directed by,Jan van den Berg
Deacon of Death,produced by,DRS Films
Sok Chea,appeared in,Deacon of Death
Sok Chea,victim of,Khmer Rouge
Karoby,appeared in,Deacon of Death
Karoby,accused of,atrocities by Sok Chea
Fairytale of Kathmandu,directed by,Neasa Ní Chianáin
Shreekhandpur,situated in,Dhulikhel municipality
Shreekhandpur,situated in,Kavrepalanchowk district
Shreekhandpur,located near,Kathmandu
Shreekhandpur,has,Swet Bhairav temple
Luboml: My Heart Remembers,produced by,Eileen Douglas
Luboml: My Heart Remembers,produced by,Ron Steinman
Luboml: My Heart Remembers,funded by,The Aaron Ziegelman Foundation
Denis Aleksandrovich Lebedev,born in,Russia
Brian Viloria,born in,United States
Brian Viloria,"of Filipino descent)
52. (Jesus Salud",of Filipino descent
Jesus Salud,fellow Hawaiian of,Brian Viloria
Yuriorkis Gamboa Toledano,born in,Cuba
Julius Munyelele Indongo,born in,Namibia
Julius Munyelele Indongo,represented,Namibia
Sok Chea,victim of,Khmer Rouge
Karoby,accused of,atrocities by Sok Chea
Changu Narayan Temple,located in,Nepal
Shreekhandpur,located in,Nepal
Luboml: My Heart Remembers,filmed in,Luboml
Deacon of Death,filmed in,Cambodia
Fairytale of Kathmandu,filmed in,Kathmandu
Super Boxing League,organized in,India
Super Fight League,organized in,India
World Boxing Council,supported,Super Boxing League
Professional Boxing Organisation India,supported,Super Boxing League
The Ring,"ranked Denis Aleksandrovich Lebedev)
69. (BoxRec",ranked Denis Aleksandrovich Lebedev
Transnational Boxing Rankings Board,"ranked Denis Aleksandrovich Lebedev)
71. (2008 Olympics","participated by, Julius Munyelele Indongo"
2005 World Championships,participated by,Yuriorkis Gamboa Toledano
2004 Olympics,participated by,Yuriorkis Gamboa Toledano
2007,"Super Boxing League founded)
75. (2017",Super Boxing League founded
2016,"Denis Aleksandrovich Lebedev ranked by Transnational Boxing Rankings Board)
77. (2016",Denis Aleksandrovich Lebedev promoted to Super champion
2012,"Denis Aleksandrovich Lebedev held WBA title)
79. (2011",Yuriorkis Gamboa Toledano held WBA and IBF titles
2009,"Yuriorkis Gamboa Toledano held WBA and IBF titles)
81. (2005",Yuriorkis Gamboa Toledano won medal in World Championships
2004,"Deacon of Death released)
83. (2003",Luboml: My Heart Remembers released
2007,"Fairytale of Kathmandu released)
85. (August 14",Denis Aleksandrovich Lebedev born
August 23,"Yuriorkis Gamboa Toledano born)
87. (December 23",Yuriorkis Gamboa Toledano born
February 12,"Julius Munyelele Indongo born)
89. (November 24",Brian Viloria born
2017,"Super Boxing League founded)
91. (2016",Denis Aleksandrovich Lebedev ranked by Transnational Boxing Rankings Board
2016,"Denis Aleksandrovich Lebedev promoted to Super champion)
93. (2012",Denis Aleksandrovich Lebedev held WBA title
2011,"Yuriorkis Gamboa Toledano held WBA and IBF titles)
95. (2009",Yuriorkis Gamboa Toledano held WBA and IBF titles
2005,"Yuriorkis Gamboa Toledano won medal in World Championships)
97. (2004",Deacon of Death released
2003,"Luboml: My Heart Remembers released)
99. (2007",Fairytale of Kathmandu released
2008,"2008 Olympics held)
101. (2004",2004 Olympics held
2005,"2005 World Championships held)
103. (2012",2012 Olympics held
2016,"2016 Olympics held)
105. (2017",Super Boxing League founded
2016,"Denis Aleksandrovich Lebedev ranked by Transnational Boxing Rankings Board)
107. (2016",Denis Aleksandrovich Lebedev promoted to Super champion
